MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     0.000000E+00     0.000000E+00     1.353182E+02     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     3.596079E+01     0.000000E+00     7.102147E+01     1.087765E+03     1.710418E+04     1.000000E+00 
    2     3     2     4.777189E+01     3.034972E+00     6.437774E+01     5.817248E+02     5.291915E+03     1.000000E+00 
    3     4     3     6.194403E+01     3.496981E+00     4.370041E+01     1.024877E+02     2.173651E+03     1.000000E+00 
    4     5     4     6.027813E+01     3.999631E+00     5.573908E+01     4.751756E+02     8.071542E+02     1.000000E+00 
    5     7     5     5.677156E+01     3.911686E+00     4.450717E+01     1.757908E+02     3.570800E+02     1.000000E+00 
    6     9     6     5.313219E+01     3.816299E+00     4.216131E+01     5.738831E+01     1.294416E+02     1.000000E+00 
    7    10     7     4.594098E+01     3.718021E+00     4.152157E+01     9.551763E+00     5.151847E+01     1.000000E+00 
    8    11     8     4.197607E+01     3.456215E+00     4.145600E+01     1.282068E+01     5.584756E+00     1.000000E+00 
    9    12     9     3.985813E+01     3.304365E+00     4.147506E+01     7.412107E+00     3.829405E+00     1.000000E+00 
   10    13    10     3.872484E+01     3.220433E+00     4.154351E+01     1.998533E+00     1.557810E+00     1.000000E+00 
   11    14    11     3.742529E+01     3.173873E+00     4.177673E+01     8.810101E+00     1.947024E-01     1.000000E+00 
   12    15    12     3.648065E+01     3.120153E+00     4.196436E+01     5.289108E+00     5.908999E-01     1.000000E+00 
   13    16    13     3.581686E+01     3.080775E+00     4.212273E+01     4.102561E+00     3.215557E-01     1.000000E+00 
   14    17    14     3.530486E+01     3.053279E+00     4.218159E+01     1.671958E+00     2.538218E-01     1.000000E+00 
   15    18    15     3.481433E+01     3.032135E+00     4.216988E+01     1.449694E+00     1.172926E-01     1.000000E+00 
   16    19    16     3.449234E+01     3.012035E+00     4.209803E+01     5.988032E-01     1.132244E-01     1.000000E+00 
   17    20    17     3.413991E+01     2.998768E+00     4.190858E+01     4.172807E+00     3.371623E-02     1.000000E+00 
   18    21    18     3.391168E+01     2.984876E+00     4.184627E+01     6.511688E-01     2.113052E-01     1.000000E+00 
   19    22    19     3.378180E+01     2.974927E+00     4.178411E+01     8.558714E-01     3.608405E-02     1.000000E+00 
   20    23    20     3.369994E+01     2.969029E+00     4.176391E+01     4.200428E-01     4.746371E-02     1.000000E+00 
