MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     0.000000E+00     0.000000E+00     7.593868E+01     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     4.501815E+00     0.000000E+00     4.228770E+01     3.897310E+02     1.088535E+03     1.000000E+00 
    2     3     2     3.067215E+01     1.046075E+00     4.468998E+02     3.802586E+03     2.028852E+03     1.000000E+00 
    3     5     3     2.951127E+01     1.132811E+00     2.855018E+02     2.243197E+03     1.277413E+03     1.000000E+00 
    4     7     4     2.955049E+01     1.230129E+00     1.896058E+01     1.643509E+02     7.497844E+02     1.000000E+00 
    5     8     5     3.619047E+01     2.742822E+00     1.383625E+01     1.102948E+02     3.859348E+02     1.000000E+00 
    6     9     6     3.234905E+01     3.051839E+00     7.541593E+00     5.673773E+01     2.066768E+02     1.000000E+00 
    7    10     7     3.329514E+01     2.884654E+00     5.719318E+00     3.694069E+01     1.228195E+02     1.000000E+00 
    8    11     8     3.165620E+01     2.932388E+00     2.415413E-01     1.856700E+00     4.094554E+01     1.000000E+00 
    9    12     9     2.884030E+01     2.859742E+00     1.774651E-01     1.543130E+00     1.003695E+00     1.000000E+00 
   10    13    10     2.034286E+01     2.729128E+00     7.353545E+00     4.967167E+01     5.336996E-01     1.000000E+00 
   11    15    11     1.755524E+01     2.600136E+00     9.135130E+00     6.305844E+01     6.266993E-01     1.000000E+00 
   12    17    12     1.766275E+01     2.349634E+00     4.068639E+00     2.863252E+01     1.363778E+00     1.000000E+00 
   13    18    13     1.759825E+01     2.141500E+00     1.197621E-01     8.066675E-01     3.228133E+00     1.000000E+00 
   14    19    14     1.661733E+01     2.138954E+00     4.457566E-01     3.700623E+00     6.362075E-02     1.000000E+00 
   15    20    15     1.503629E+01     2.082203E+00     2.188676E+00     1.816885E+01     2.584228E-01     1.000000E+00 
   16    21    16     1.434458E+01     1.989183E+00     3.057685E-01     2.282480E+00     1.185131E+00     1.000000E+00 
