MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     0.000000E+00     0.000000E+00     1.453222E+02     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     1.664627E+01     0.000000E+00     7.492319E+01     1.330572E+03     5.089347E+03     1.000000E+00 
    2     3     2     8.288625E+01     2.059953E+00     3.676567E+02     3.107318E+03     5.735712E+03     1.000000E+00 
    3     5     3     9.552690E+01     2.230362E+00     3.416721E+02     3.347763E+03     3.396943E+03     1.000000E+00 
    4     7     4     9.475894E+01     2.414276E+00     4.245210E+01     6.559643E+02     1.911863E+03     1.000000E+00 
    5     8     5     8.938467E+01     4.950991E+00     3.638586E+02     2.280039E+03     5.784143E+03     1.000000E+00 
    6    10     6     7.594505E+01     4.874612E+00     3.737953E+01     5.710004E+02     1.413995E+04     1.000000E+00 
    7    11     7     8.445009E+01     4.427110E+00     2.672578E+01     4.136960E+02     1.210737E+04     1.000000E+00 
    8    12     8     1.247637E+02     4.667195E+00     1.911055E+02     1.292132E+03     9.515384E+03     1.000000E+00 
    9    14     9     1.177462E+02     4.630950E+00     1.102309E+02     8.537544E+02     4.404837E+03     1.000000E+00 
   10    16    10     1.078227E+02     4.599419E+00     6.635997E+01     6.074928E+02     2.103164E+03     1.000000E+00 
   11    18    11     1.070997E+02     4.567459E+00     4.289341E+01     3.917692E+02     1.066398E+03     1.000000E+00 
   12    20    12     9.877213E+01     4.548561E+00     4.294695E+01     4.050197E+02     4.896904E+02     1.000000E+00 
   13    22    13     8.867017E+01     4.513272E+00     3.278518E+01     3.158489E+02     2.279441E+02     1.000000E+00 
   14    24    14     8.166537E+01     4.466264E+00     2.871542E+01     2.478034E+02     1.051808E+02     1.000000E+00 
   15    26    15     7.816076E+01     4.422202E+00     5.116266E+00     6.446077E+01     4.778159E+01     1.000000E+00 
   16    27    16     7.404983E+01     4.480614E+00     1.591852E+00     1.072236E+01     2.221754E+01     1.000000E+00 
   17    28    17     6.382703E+01     4.358014E+00     1.798954E+00     1.998295E+01     2.454382E+00     1.000000E+00 
   18    29    18     5.598582E+01     4.037155E+00     1.521574E+00     1.897545E+01     4.657103E+00     1.000000E+00 
   19    30    19     4.864343E+01     3.775165E+00     4.557275E+00     5.090686E+01     2.856557E+00     1.000000E+00 
   20    31    20     4.621306E+01     3.515624E+00     2.010485E+00     1.819774E+01     7.448762E+00     1.000000E+00 
   21    32    21     4.371630E+01     3.427151E+00     1.552722E+00     1.826602E+01     3.183534E+00     1.000000E+00 
   22    33    22     4.215369E+01     3.338967E+00     1.363710E+00     1.093600E+01     2.067807E+00     1.000000E+00 
   23    34    23     4.039562E+01     3.284470E+00     6.506033E-01     8.149891E+00     7.864361E-01     1.000000E+00 
   24    35    24     3.922155E+01     3.222774E+00     5.227901E-01     6.506982E+00     5.540050E-01     1.000000E+00 
   25    36    25     3.851897E+01     3.185360E+00     2.470294E-01     3.243996E+00     3.861763E-01     1.000000E+00 
   26    37    26     3.778874E+01     3.163728E+00     3.122231E-01     3.836399E+00     1.857554E-01     1.000000E+00 
   27    38    27     3.718565E+01     3.141099E+00     2.704932E-01     3.435379E+00     1.961918E-01     1.000000E+00 
   28    39    28     3.673884E+01     3.121810E+00     1.811813E-01     2.572695E+00     1.711300E-01     1.000000E+00 
   29    40    29     3.641700E+01     3.106919E+00     1.644689E-01     2.028714E+00     1.396158E-01     1.000000E+00 
   30    41    30     3.620860E+01     3.096338E+00     9.473801E-02     1.228045E+00     1.061783E-01     1.000000E+00 
   31    42    31     3.605115E+01     3.089541E+00     6.348349E-02     8.513707E-01     6.372917E-02     1.000000E+00 
   32    43    32     3.591597E+01     3.084417E+00     6.748340E-02     8.090510E-01     4.566861E-02     1.000000E+00 
   33    44    33     3.582721E+01     3.080049E+00     4.205574E-02     4.404546E-01     4.636462E-02     1.000000E+00 
   34    45    34     3.575419E+01     3.077250E+00     3.098280E-02     3.466258E-01     2.403187E-02     1.000000E+00 
   35    46    35     3.571135E+01     3.074789E+00     1.756955E-02     2.122314E-01     1.834209E-02     1.000000E+00 
   36    47    36     3.567349E+01     3.073172E+00     1.400741E-02     1.729670E-01     1.185984E-02     1.000000E+00 
   37    48    37     3.562613E+01     3.071529E+00     2.128975E-02     2.636872E-01     9.850156E-03     1.000000E+00 
   38    49    38     3.557946E+01     3.069331E+00     3.251825E-02     3.399620E-01     1.371346E-02     1.000000E+00 
   39    50    39     3.553840E+01     3.067144E+00     3.905935E-02     3.696548E-01     1.576966E-02     1.000000E+00 
   40    51    40     3.550081E+01     3.065341E+00     3.661387E-02     3.615242E-01     1.634998E-02     1.000000E+00 
   41    52    41     3.546015E+01     3.063859E+00     3.726136E-02     3.934593E-01     1.619822E-02     1.000000E+00 
   42    53    42     3.540688E+01     3.062360E+00     5.232790E-02     5.342776E-01     1.806818E-02     1.000000E+00 
   43    54    43     3.534388E+01     3.060396E+00     6.588376E-02     6.720067E-01     2.412414E-02     1.000000E+00 
   44    55    44     3.528885E+01     3.058009E+00     3.683553E-02     4.003796E-01     3.194496E-02     1.000000E+00 
   45    56    45     3.525209E+01     3.055807E+00     2.076828E-02     2.025350E-01     2.098323E-02     1.000000E+00 
   46    57    46     3.521860E+01     3.054279E+00     1.990209E-02     1.714400E-01     1.103044E-02     1.000000E+00 
   47    58    47     3.517603E+01     3.052864E+00     3.507316E-02     2.685823E-01     9.642396E-03     1.000000E+00 
   48    59    48     3.512650E+01     3.051072E+00     5.825576E-02     3.972488E-01     1.613735E-02     1.000000E+00 
   49    60    49     3.507242E+01     3.049004E+00     8.040190E-02     5.641586E-01     2.351322E-02     1.000000E+00 
   50    61    50     3.501486E+01     3.046737E+00     2.477597E-02     2.368748E-01     3.390527E-02     1.000000E+00 
   51    62    51     3.496888E+01     3.044361E+00     6.414048E-02     5.912914E-01     1.209136E-02     1.000000E+00 
   52    63    52     3.493399E+01     3.042400E+00     5.400861E-02     4.781850E-01     3.077998E-02     1.000000E+00 
   53    64    53     3.489677E+01     3.040652E+00     1.312797E-01     1.149023E+00     2.594767E-02     1.000000E+00 
   54    66    54     3.486577E+01     3.038952E+00     1.288716E-01     1.141759E+00     2.907861E-02     1.000000E+00 
   55    68    55     3.485216E+01     3.037249E+00     1.866694E-01     1.622902E+00     2.988973E-02     1.000000E+00 
   56    70    56     3.482700E+01     3.035806E+00     1.497669E-01     1.241264E+00     3.095773E-02     1.000000E+00 
   57    72    57     3.479844E+01     3.034409E+00     8.767406E-02     6.852750E-01     2.990075E-02     1.000000E+00 
   58    73    58     3.476623E+01     3.032792E+00     7.516519E-03     5.938611E-02     3.813350E-02     1.000000E+00 
   59    74    59     3.474851E+01     3.031231E+00     5.196739E-02     4.154066E-01     3.409075E-03     1.000000E+00 
   60    76    60     3.473467E+01     3.030505E+00     4.851286E-02     4.248550E-01     6.961234E-03     1.000000E+00 
   61    78    61     3.472315E+01     3.029739E+00     1.843865E-02     1.764596E-01     9.258464E-03     1.000000E+00 
   62    79    62     3.471497E+01     3.028964E+00     2.503108E-03     2.264642E-02     8.918304E-03     1.000000E+00 
   63    80    63     3.470429E+01     3.028483E+00     2.001944E-02     1.586606E-01     1.094950E-03     1.000000E+00 
   64    81    64     3.469205E+01     3.027604E+00     1.136708E-02     9.194124E-02     7.809713E-03     1.000000E+00 
   65    82    65     3.468006E+01     3.026731E+00     1.264057E-02     1.112182E-01     4.440542E-03     1.000000E+00 
   66    83    66     3.466890E+01     3.025880E+00     8.539739E-03     8.264464E-02     5.334160E-03     1.000000E+00 
   67    84    67     3.465790E+01     3.025262E+00     1.364072E-02     1.324947E-01     3.967548E-03     1.000000E+00 
   68    85    68     3.464682E+01     3.024792E+00     1.944128E-02     1.865891E-01     6.123425E-03     1.000000E+00 
   69    86    69     3.463604E+01     3.024407E+00     2.218580E-02     2.016441E-01     8.301321E-03     1.000000E+00 
   70    87    70     3.462617E+01     3.024032E+00     1.617485E-02     1.378528E-01     9.005654E-03     1.000000E+00 
