MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     0.000000E+00     0.000000E+00     8.767853E+01     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     1.766476E+01     0.000000E+00     4.806105E+01     5.246104E+02     5.656204E+03     1.000000E+00 
    2     3     2     5.419036E+01     2.125636E+00     3.682846E+02     2.775846E+03     3.702479E+03     1.000000E+00 
    3     5     3     4.073944E+01     2.180999E+00     2.652203E+02     1.921509E+03     1.980903E+03     1.000000E+00 
    4     7     4     4.123869E+01     2.242398E+00     2.223022E+01     1.836376E+02     1.025002E+03     1.000000E+00 
    5     8     5     5.339709E+01     3.253586E+00     2.755817E+01     2.553910E+02     7.693726E+02     1.000000E+00 
    6    10     6     4.382688E+01     3.367741E+00     1.642308E+01     1.528029E+02     3.791335E+02     1.000000E+00 
    7    12     7     4.925241E+01     3.281392E+00     1.011049E+01     6.808727E+01     4.694723E+02     1.000000E+00 
    8    13     8     4.302393E+01     3.574327E+00     2.662946E+00     1.363984E+01     2.168744E+02     1.000000E+00 
    9    14     9     3.950011E+01     3.337064E+00     6.095996E-01     4.433366E+00     1.185359E+01     1.000000E+00 
   10    15    10     3.210102E+01     3.198895E+00     2.093722E+00     1.521605E+01     2.171886E+00     1.000000E+00 
   11    16    11     2.462882E+01     2.886703E+00     8.974100E+00     6.074932E+01     3.771889E+00     1.000000E+00 
   12    18    12     2.485935E+01     2.705422E+00     3.504051E+00     2.412619E+01     2.947773E+00     1.000000E+00 
   13    19    13     2.422636E+01     2.546866E+00     2.631625E-01     2.032255E+00     2.947690E+00     1.000000E+00 
   14    20    14     2.226488E+01     2.515783E+00     8.222731E-01     5.962487E+00     1.621648E-01     1.000000E+00 
   15    21    15     2.041522E+01     2.414436E+00     6.432875E+00     3.650111E+01     4.287769E-01     1.000000E+00 
   16    23    16     2.027045E+01     2.359210E+00     7.524607E-01     5.337168E+00     5.162842E-01     1.000000E+00 
   17    24    17     1.983948E+01     2.308345E+00     3.325554E-01     2.548585E+00     3.667347E-01     1.000000E+00 
   18    25    18     1.941217E+01     2.285006E+00     4.069971E-01     2.631471E+00     1.344617E-01     1.000000E+00 
   19    26    19     1.910681E+01     2.261877E+00     1.746408E-01     1.288758E+00     1.309087E-01     1.000000E+00 
   20    27    20     1.862734E+01     2.245499E+00     2.310848E-01     2.091368E+00     6.089592E-02     1.000000E+00 
   21    28    21     1.835333E+01     2.219139E+00     8.705060E-02     7.321691E-01     9.364605E-02     1.000000E+00 
   22    29    22     1.797340E+01     2.203709E+00     3.025175E-01     2.468531E+00     2.759788E-02     1.000000E+00 
   23    30    23     1.775680E+01     2.182244E+00     1.679531E-01     1.279039E+00     8.528409E-02     1.000000E+00 
   24    31    24     1.751506E+01     2.169811E+00     3.387182E-01     2.176704E+00     4.957229E-02     1.000000E+00 
   25    32    25     1.736985E+01     2.155770E+00     7.890988E-02     5.922636E-01     9.352732E-02     1.000000E+00 
   26    33    26     1.685144E+01     2.147264E+00     5.185400E-01     3.818712E+00     2.757316E-02     1.000000E+00 
   27    34    27     1.666200E+01     2.115546E+00     3.319776E-01     2.418172E+00     1.771774E-01     1.000000E+00 
   28    35    28     1.653140E+01     2.103635E+00     1.859570E-01     1.267339E+00     1.015203E-01     1.000000E+00 
   29    36    29     1.636070E+01     2.095284E+00     2.133522E-01     1.418854E+00     5.322211E-02     1.000000E+00 
   30    37    30     1.617561E+01     2.084357E+00     2.060068E-01     1.561065E+00     5.676202E-02     1.000000E+00 
   31    38    31     1.607785E+01     2.072577E+00     1.097095E-01     6.814443E-01     5.970004E-02     1.000000E+00 
   32    39    32     1.600338E+01     2.066395E+00     6.370288E-02     4.839318E-01     2.787401E-02     1.000000E+00 
   33    40    33     1.593483E+01     2.061651E+00     1.209079E-01     6.560997E-01     2.105910E-02     1.000000E+00 
   34    41    34     1.592454E+01     2.057272E+00     1.525203E-02     1.154373E-01     3.080106E-02     1.000000E+00 
   35    42    35     1.586571E+01     2.056632E+00     8.540771E-02     6.338943E-01     4.655693E-03     1.000000E+00 
   36    43    36     1.586863E+01     2.052713E+00     9.191139E-03     7.617968E-02     2.463098E-02     1.000000E+00 
   37    44    37     1.585113E+01     2.052797E+00     1.724987E-02     1.595788E-01     2.839101E-03     1.000000E+00 
   38    45    38     1.583836E+01     2.051482E+00     1.133106E-02     9.857891E-02     5.871859E-03     1.000000E+00 
   39    46    39     1.582603E+01     2.050507E+00     9.321742E-03     7.521486E-02     3.189225E-03     1.000000E+00 
   40    47    40     1.581582E+01     2.049605E+00     4.227032E-03     3.941891E-02     2.366099E-03     1.000000E+00 
   41    48    41     1.580700E+01     2.048908E+00     4.554004E-03     4.487235E-02     1.229126E-03     1.000000E+00 
   42    49    42     1.580116E+01     2.048317E+00     4.383952E-03     3.739234E-02     1.426591E-03     1.000000E+00 
   43    50    43     1.579615E+01     2.047887E+00     6.774057E-03     4.449206E-02     1.395826E-03     1.000000E+00 
   44    51    44     1.579180E+01     2.047447E+00     8.663123E-03     5.093256E-02     1.811172E-03     1.000000E+00 
   45    52    45     1.578885E+01     2.046993E+00     5.709103E-03     3.899672E-02     2.175559E-03     1.000000E+00 
   46    53    46     1.578722E+01     2.046638E+00     2.225045E-03     1.781679E-02     1.677246E-03     1.000000E+00 
   47    54    47     1.578607E+01     2.046423E+00     9.758723E-04     8.142725E-03     7.260913E-04     1.000000E+00 
   48    55    48     1.578504E+01     2.046276E+00     8.328228E-04     6.079219E-03     3.199653E-04     1.000000E+00 
   49    56    49     1.578423E+01     2.046152E+00     6.595282E-04     3.903971E-03     2.494923E-04     1.000000E+00 
   50    57    50     1.578361E+01     2.046045E+00     5.216582E-04     2.712675E-03     1.726083E-04     1.000000E+00 
   51    58    51     1.578303E+01     2.045948E+00     7.782656E-04     4.037079E-03     1.297394E-04     1.000000E+00 
   52    59    52     1.578240E+01     2.045837E+00     1.293491E-03     7.494716E-03     1.814491E-04     1.000000E+00 
   53    60    53     1.578177E+01     2.045707E+00     1.230974E-03     8.136646E-03     3.358113E-04     1.000000E+00 
   54    61    54     1.578126E+01     2.045591E+00     8.669085E-04     5.315143E-03     3.671553E-04     1.000000E+00 
   55    62    55     1.578081E+01     2.045521E+00     9.817169E-04     5.093440E-03     2.340195E-04     1.000000E+00 
   56    63    56     1.578022E+01     2.045477E+00     2.195723E-03     1.061156E-02     2.307959E-04     1.000000E+00 
   57    64    57     1.577966E+01     2.045433E+00     4.896390E-03     2.021428E-02     5.137623E-04     1.000000E+00 
   58    66    58     1.577970E+01     2.045399E+00     1.312104E-02     4.701672E-02     5.214308E-04     1.000000E+00 
   59    68    59     1.577986E+01     2.045365E+00     1.830784E-02     6.357983E-02     5.668201E-04     1.000000E+00 
   60    70    60     1.577987E+01     2.045330E+00     2.141665E-02     7.258795E-02     5.926425E-04     1.000000E+00 
   61    72    61     1.577999E+01     2.045295E+00     2.557799E-02     8.469627E-02     6.092294E-04     1.000000E+00 
   62    74    62     1.578038E+01     2.045260E+00     3.244604E-02     1.059000E-01     6.478468E-04     1.000000E+00 
   63    76    63     1.578115E+01     2.045227E+00     4.291249E-02     1.384263E-01     6.886731E-04     1.000000E+00 
   64    78    64     1.578233E+01     2.045194E+00     5.735450E-02     1.836209E-01     7.311088E-04     1.000000E+00 
   65    80    65     1.578390E+01     2.045161E+00     7.540107E-02     2.401663E-01     7.764228E-04     1.000000E+00 
   66    82    66     1.578557E+01     2.045127E+00     9.474494E-02     3.004529E-01     8.370999E-04     1.000000E+00 
   67    84    67     1.578703E+01     2.045089E+00     1.124813E-01     3.550901E-01     9.263820E-04     1.000000E+00 
   68    86    68     1.578815E+01     2.045048E+00     1.274443E-01     4.005952E-01     1.038198E-03     1.000000E+00 
   69    88    69     1.578885E+01     2.045004E+00     1.388887E-01     4.348166E-01     1.165071E-03     1.000000E+00 
   70    90    70     1.578909E+01     2.044958E+00     1.463658E-01     4.567709E-01     1.299275E-03     1.000000E+00 
   71    92    71     1.578890E+01     2.044910E+00     1.498801E-01     4.665241E-01     1.433726E-03     1.000000E+00 
   72    94    72     1.578833E+01     2.044861E+00     1.497535E-01     4.650211E-01     1.560633E-03     1.000000E+00 
   73    96    73     1.578744E+01     2.044811E+00     1.465365E-01     4.541822E-01     1.674488E-03     1.000000E+00 
   74    98    74     1.578633E+01     2.044761E+00     1.408846E-01     4.367103E-01     1.770887E-03     1.000000E+00 
   75   100    75     1.578507E+01     2.044711E+00     1.334650E-01     4.145444E-01     1.846948E-03     1.000000E+00 
   76   102    76     1.578374E+01     2.044662E+00     1.248863E-01     3.887517E-01     1.901629E-03     1.000000E+00 
   77   104    77     1.578239E+01     2.044613E+00     1.156611E-01     3.612630E-01     1.935136E-03     1.000000E+00 
   78   106    78     1.578107E+01     2.044566E+00     1.061929E-01     3.331667E-01     1.949408E-03     1.000000E+00 
   79   108    79     1.577976E+01     2.044520E+00     9.640417E-02     3.039205E-01     1.948922E-03     1.000000E+00 
   80   110    80     1.577842E+01     2.044474E+00     8.587331E-02     2.722084E-01     1.940711E-03     1.000000E+00 
   81   112    81     1.577709E+01     2.044427E+00     7.505669E-02     2.393028E-01     1.923589E-03     1.000000E+00 
   82   114    82     1.577580E+01     2.044381E+00     6.426329E-02     2.061103E-01     1.895933E-03     1.000000E+00 
   83   116    83     1.577458E+01     2.044334E+00     5.373296E-02     1.734214E-01     1.855428E-03     1.000000E+00 
   84   118    84     1.577343E+01     2.044289E+00     4.367449E-02     1.418528E-01     1.800362E-03     1.000000E+00 
   85   120    85     1.577238E+01     2.044243E+00     3.426192E-02     1.120265E-01     1.727112E-03     1.000000E+00 
   86   122    86     1.577143E+01     2.044199E+00     2.565088E-02     8.444866E-02     1.631852E-03     1.000000E+00 
   87   124    87     1.577060E+01     2.044155E+00     1.798302E-02     5.972966E-02     1.509536E-03     1.000000E+00 
   88   126    88     1.576989E+01     2.044112E+00     1.140552E-02     3.834777E-02     1.352143E-03     1.000000E+00 
   89   128    89     1.576933E+01     2.044071E+00     6.082093E-03     2.075075E-02     1.145861E-03     1.000000E+00 
   90   129    90     1.576872E+01     2.044018E+00     1.859695E-04     7.238616E-04     1.156781E-03     1.000000E+00 
   91   130    91     1.576863E+01     2.043981E+00     7.189120E-04     3.073287E-03     3.708945E-05     1.000000E+00 
   92   132    92     1.576849E+01     2.043987E+00     3.498957E-04     2.183904E-03     5.024383E-05     1.000000E+00 
   93   133    93     1.576844E+01     2.044035E+00     1.789719E-04     7.103228E-04     8.393381E-05     1.000000E+00 
   94   134    94     1.576845E+01     2.044070E+00     9.452686E-04     3.174230E-03     3.722551E-05     1.000000E+00 
   95   136    95     1.576851E+01     2.044084E+00     1.959511E-03     6.704222E-03     3.862918E-05     1.000000E+00 
   96   138    96     1.576853E+01     2.044099E+00     2.525802E-03     8.915785E-03     4.210850E-05     1.000000E+00 
   97   140    97     1.576851E+01     2.044116E+00     2.643313E-03     9.843515E-03     4.712050E-05     1.000000E+00 
   98   142    98     1.576847E+01     2.044138E+00     2.338196E-03     9.469481E-03     5.344823E-05     1.000000E+00 
   99   144    99     1.576839E+01     2.044165E+00     1.777995E-03     8.028279E-03     6.071120E-05     1.000000E+00 
  100   146   100     1.576829E+01     2.044199E+00     1.197466E-03     6.035887E-03     6.760644E-05     1.000000E+00 
  101   148   101     1.576819E+01     2.044239E+00     7.718720E-04     4.223081E-03     7.233726E-05     1.000000E+00 
  102   150   102     1.576812E+01     2.044283E+00     5.087478E-04     2.839611E-03     7.126540E-05     1.000000E+00 
  103   152   103     1.576806E+01     2.044328E+00     3.157150E-04     1.808192E-03     6.316210E-05     1.000000E+00 
  104   153   104     1.576801E+01     2.044399E+00     7.908453E-05     4.127725E-04     9.128801E-05     1.000000E+00 
  105   154   105     1.576802E+01     2.044407E+00     7.677824E-04     3.306874E-03     2.072456E-05     1.000000E+00 
  106   156   106     1.576806E+01     2.044404E+00     1.455397E-03     6.054563E-03     2.259689E-05     1.000000E+00 
  107   158   107     1.576805E+01     2.044399E+00     1.571991E-03     6.629454E-03     2.542357E-05     1.000000E+00 
  108   160   108     1.576803E+01     2.044391E+00     1.472261E-03     6.458450E-03     2.871843E-05     1.000000E+00 
  109   162   109     1.576800E+01     2.044383E+00     1.285220E-03     5.967359E-03     3.217196E-05     1.000000E+00 
  110   164   110     1.576797E+01     2.044373E+00     1.062353E-03     5.304280E-03     3.556092E-05     1.000000E+00 
  111   166   111     1.576794E+01     2.044363E+00     8.406202E-04     4.556735E-03     3.863398E-05     1.000000E+00 
  112   168   112     1.576791E+01     2.044352E+00     6.497161E-04     3.814273E-03     4.115013E-05     1.000000E+00 
  113   170   113     1.576787E+01     2.044341E+00     5.105735E-04     3.141845E-03     4.279894E-05     1.000000E+00 
  114   172   114     1.576784E+01     2.044331E+00     4.291498E-04     2.613268E-03     4.344158E-05     1.000000E+00 
  115   174   115     1.576782E+01     2.044322E+00     3.968845E-04     2.299387E-03     4.302520E-05     1.000000E+00 
  116   176   116     1.576779E+01     2.044314E+00     4.056854E-04     2.305134E-03     4.198338E-05     1.000000E+00 
  117   178   117     1.576777E+01     2.044308E+00     4.664038E-04     2.767269E-03     4.115833E-05     1.000000E+00 
  118   180   118     1.576777E+01     2.044306E+00     6.111921E-04     3.871333E-03     4.152858E-05     1.000000E+00 
  119   182   119     1.576777E+01     2.044306E+00     8.866671E-04     5.717650E-03     4.336468E-05     1.000000E+00 
  120   184   120     1.576779E+01     2.044307E+00     1.302140E-03     8.019586E-03     4.630722E-05     1.000000E+00 
  121   186   121     1.576780E+01     2.044311E+00     1.779061E-03     1.026413E-02     4.995286E-05     1.000000E+00 
  122   188   122     1.576781E+01     2.044315E+00     2.199199E-03     1.197436E-02     5.397938E-05     1.000000E+00 
  123   190   123     1.576780E+01     2.044320E+00     2.477540E-03     1.290982E-02     5.813812E-05     1.000000E+00 
  124   192   124     1.576778E+01     2.044326E+00     2.585344E-03     1.308671E-02     6.223653E-05     1.000000E+00 
  125   194   125     1.576775E+01     2.044333E+00     2.536123E-03     1.264483E-02     6.604937E-05     1.000000E+00 
  126   196   126     1.576771E+01     2.044340E+00     2.363551E-03     1.171688E-02     6.940223E-05     1.000000E+00 
  127   198   127     1.576766E+01     2.044347E+00     2.105797E-03     1.046554E-02     7.212701E-05     1.000000E+00 
  128   200   128     1.576761E+01     2.044355E+00     1.798758E-03     9.040249E-03     7.401149E-05     1.000000E+00 
  129   202   129     1.576756E+01     2.044363E+00     1.473656E-03     7.529615E-03     7.484997E-05     1.000000E+00 
  130   204   130     1.576751E+01     2.044371E+00     1.153668E-03     6.023460E-03     7.450371E-05     1.000000E+00 
  131   206   131     1.576747E+01     2.044379E+00     8.558711E-04     4.600430E-03     7.264683E-05     1.000000E+00 
  132   208   132     1.576743E+01     2.044388E+00     5.932197E-04     3.319770E-03     6.921964E-05     1.000000E+00 
