MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     0.000000E+00     0.000000E+00     9.006005E+01     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     3.201308E+01     0.000000E+00     4.108049E+01     4.031091E+02     1.251721E+04     1.000000E+00 
    2     3     2     3.337552E+01     2.860672E+00     4.456667E+01     2.673578E+02     2.762409E+03     1.000000E+00 
    3     4     3     3.399614E+01     2.923092E+00     2.822240E+01     5.102048E+01     8.758390E+02     1.000000E+00 
    4     5     4     3.157671E+01     2.951273E+00     2.866217E+01     7.380364E+01     1.278516E+02     1.000000E+00 
    5     7     5     2.933084E+01     2.873267E+00     2.746921E+01     2.391931E+01     4.571980E+01     1.000000E+00 
    6     8     6     2.418952E+01     2.747188E+00     2.721766E+01     6.282102E+00     1.558684E+01     1.000000E+00 
    7     9     7     2.023510E+01     2.493993E+00     2.736212E+01     1.758103E+01     2.800766E+00     1.000000E+00 
    8    11     8     1.913151E+01     2.381478E+00     2.752298E+01     1.974114E+01     1.594008E+00     1.000000E+00 
    9    13     9     1.852524E+01     2.276002E+00     2.752077E+01     8.328419E+00     1.060549E+00     1.000000E+00 
   10    14    10     1.797978E+01     2.190673E+00     2.756638E+01     1.346047E+00     7.037075E-01     1.000000E+00 
   11    15    11     1.746591E+01     2.159698E+00     2.765219E+01     1.884106E+00     9.121094E-02     1.000000E+00 
   12    16    12     1.687390E+01     2.131054E+00     2.782121E+01     5.805305E+00     1.040672E-01     1.000000E+00 
   13    17    13     1.681687E+01     2.100280E+00     2.786515E+01     4.789969E-01     2.802638E-01     1.000000E+00 
   14    18    14     1.660825E+01     2.099255E+00     2.788771E+01     6.351270E-01     2.161221E-02     1.000000E+00 
   15    19    15     1.642823E+01     2.089466E+00     2.787157E+01     6.221850E-01     2.809708E-02     1.000000E+00 
   16    20    16     1.625327E+01     2.080923E+00     2.783598E+01     5.040723E-01     2.733710E-02     1.000000E+00 
   17    21    17     1.610791E+01     2.071386E+00     2.777785E+01     1.186571E+00     2.359156E-02     1.000000E+00 
   18    22    18     1.605552E+01     2.064135E+00     2.775324E+01     3.700557E-01     5.445093E-02     1.000000E+00 
   19    23    19     1.600104E+01     2.061916E+00     2.773174E+01     5.352828E-01     1.698512E-02     1.000000E+00 
   20    24    20     1.592505E+01     2.059678E+00     2.771618E+01     7.189719E-01     2.519240E-02     1.000000E+00 
   21    25    21     1.585980E+01     2.055916E+00     2.771852E+01     4.374083E-01     3.431938E-02     1.000000E+00 
   22    26    22     1.584427E+01     2.052076E+00     2.772812E+01     1.616762E-01     2.014026E-02     1.000000E+00 
   23    27    23     1.583852E+01     2.050935E+00     2.773107E+01     7.716547E-02     6.657112E-03     1.000000E+00 
   24    28    24     1.582927E+01     2.050245E+00     2.772611E+01     4.553746E-02     2.942194E-03     1.000000E+00 
   25    29    25     1.581916E+01     2.049306E+00     2.771394E+01     2.020709E-02     1.709377E-03     1.000000E+00 
   26    30    26     1.581484E+01     2.048440E+00     2.770235E+01     5.888313E-02     6.795308E-04     1.000000E+00 
   27    31    27     1.581282E+01     2.048284E+00     2.769799E+01     5.134829E-02     2.521633E-03     1.000000E+00 
   28    32    28     1.581086E+01     2.048408E+00     2.769775E+01     1.894460E-02     2.451774E-03     1.000000E+00 
   29    33    29     1.580959E+01     2.048457E+00     2.769848E+01     8.003887E-03     8.955952E-04     1.000000E+00 
   30    34    30     1.580818E+01     2.048481E+00     2.769840E+01     2.756784E-03     3.481940E-04     1.000000E+00 
   31    35    31     1.580693E+01     2.048402E+00     2.769525E+01     8.899362E-03     9.154562E-05     1.000000E+00 
   32    36    32     1.580653E+01     2.048166E+00     2.768748E+01     3.971427E-02     4.447928E-04     1.000000E+00 
   33    38    33     1.580864E+01     2.048012E+00     2.767692E+01     1.352527E-01     5.439508E-04     1.000000E+00 
   34    40    34     1.581006E+01     2.047878E+00     2.766954E+01     1.994948E-01     6.575122E-04     1.000000E+00 
   35    42    35     1.581074E+01     2.047746E+00     2.766347E+01     2.418082E-01     7.752073E-04     1.000000E+00 
   36    44    36     1.581136E+01     2.047612E+00     2.765751E+01     2.830713E-01     8.995041E-04     1.000000E+00 
   37    46    37     1.581212E+01     2.047476E+00     2.765133E+01     3.302704E-01     1.028746E-03     1.000000E+00 
