MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     0.000000E+00     0.000000E+00     1.352002E+02     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     1.730353E+01     0.000000E+00     6.978302E+01     1.158601E+03     5.040623E+03     1.000000E+00 
    2     3     2     7.580984E+01     2.101647E+00     3.679915E+02     3.003047E+03     5.212800E+03     1.000000E+00 
    3     5     3     7.843287E+01     2.244651E+00     3.331902E+02     3.155320E+03     2.781083E+03     1.000000E+00 
    4     7     4     7.352250E+01     2.379197E+00     3.629184E+01     5.008423E+02     1.606586E+03     1.000000E+00 
    5     8     5     7.614151E+01     4.355072E+00     2.886370E+01     4.054522E+02     1.031700E+03     1.000000E+00 
    6     9     6     6.285863E+01     4.426719E+00     1.932776E+01     2.410988E+02     9.788641E+02     1.000000E+00 
    7    10     7     7.137611E+01     4.016632E+00     8.699227E+00     8.029889E+01     4.852619E+02     1.000000E+00 
    8    11     8     7.797963E+01     4.285453E+00     3.525715E+00     2.848370E+01     1.670787E+02     1.000000E+00 
    9    12     9     7.504506E+01     4.487387E+00     1.076089E+00     1.116068E+01     4.065186E+01     1.000000E+00 
   10    13    10     6.454719E+01     4.399913E+00     1.069340E+00     1.198225E+01     6.740927E+00     1.000000E+00 
   11    14    11     5.346087E+01     4.070688E+00     1.160040E+01     7.076963E+01     3.431314E+00     1.000000E+00 
   12    16    12     4.658681E+01     3.877629E+00     7.335286E+00     9.183123E+01     2.628446E+00     1.000000E+00 
   13    18    13     4.663708E+01     3.625975E+00     1.994309E+00     2.375239E+01     3.035266E+00     1.000000E+00 
   14    19    14     4.454956E+01     3.438378E+00     5.507878E-01     7.459230E+00     2.708452E+00     1.000000E+00 
   15    20    15     4.073180E+01     3.360131E+00     1.163146E+00     1.341772E+01     6.265030E-01     1.000000E+00 
   16    21    16     3.789015E+01     3.214590E+00     9.155711E-01     9.534778E+00     1.017183E+00     1.000000E+00 
   17    22    17     3.578974E+01     3.106525E+00     8.086500E-01     8.127266E+00     7.096571E-01     1.000000E+00 
   18    23    18     3.469649E+01     3.027986E+00     2.648069E-01     3.128245E+00     6.150005E-01     1.000000E+00 
   19    24    19     3.315449E+01     2.988682E+00     6.136628E-01     6.923118E+00     1.921196E-01     1.000000E+00 
   20    25    20     3.200576E+01     2.932015E+00     6.350913E-01     7.159958E+00     3.962925E-01     1.000000E+00 
   21    26    21     3.117373E+01     2.890118E+00     4.712029E-01     4.696332E+00     3.860676E-01     1.000000E+00 
   22    27    22     3.075286E+01     2.858264E+00     2.622003E-01     2.382826E+00     2.484020E-01     1.000000E+00 
   23    28    23     3.049704E+01     2.842072E+00     1.703144E-01     1.641493E+00     1.314988E-01     1.000000E+00 
   24    29    24     3.031805E+01     2.832118E+00     1.274836E-01     1.223625E+00     8.821075E-02     1.000000E+00 
   25    30    25     3.019302E+01     2.825273E+00     1.078703E-01     8.822622E-01     6.231115E-02     1.000000E+00 
